pmid	text	labels
23139858	To investigate whether altered energy metabolism induces the Warburg effect and results in tumor malignancy , the respiratory enzyme citrate synthase ( CS ) was examined , silenced , and the effects analyzed . In human cervical carcinoma cells , RNAi-mediated CS knockdown induced morphological changes characteristic of the epithelial-mesenchymal transition ( EMT ) . This switch accelerated cancer cell metastasis and proliferation in in vitro assays and in vivo tumor xenograft models . Notably , CS knockdown cells exhibited severe defects in respiratory activity and marked decreases in ATP production , but great increases in glycolytic metabolism . This malignant progression was due to activation of EMT-related regulators ; altered energy metabolism resulted from deregulation of the p53/TIGAR and SCO2 pathways . This phenotypic change was completely reversed by p53 reactivation via treatment with proteasome inhibitor MG132 or co-knockdown of E3 ligase HDM2 and partially suppressed by ATP treatment . This study directly links the Warburg effect to tumor malignancy via induction of the EMT phenotype .	activating invasion and metastasis;cellular energetics
23142370	When the prostate cancer cells become unresponsive to androgen therapy , resistance to chemotherapy becomes imminent , resulting in high mortality . To combat this situation , lycopodine , a pharmacologically important bioactive component derived from Lycopodium clavatum spores , was tested against hormone sensitive ( LnCaP ) and refractory ( PC3 ) prostate cancer cells in vitro . This study aims to check if lycopodine has demonstrable anti-cancer effects and if it has , to find out the possible mechanism of its action . The MTT assay was performed to evaluate the cytotoxic effect . Depolarization of mitochondrial membrane potential , cell cycle , EGF receptor activity and apoptosis were recorded by FACS ; profiles of different anti- and pro-apoptotic genes and their products were studied by semi-quantitative RT-PCR , indirect-ELISA , western blotting . Drug-DNA interaction was determined by CD spectroscopy . Administration of lycopodine down-regulated the expression of 5-lipoxygenase and the 5-oxo-ETE receptor ( OXE receptor1 ) and EGF receptor , and caused up-regulation of cytochrome c with depolarization of mitochondrial inner membrane potential , without palpable change in p53 activity , resulting in apoptosis , cell arrest at G0/G1 stage and ultimately reduced proliferation of cancer cells ; concomitantly , there was externalization of phosphotidyl serine residues . CD spectroscopic analysis revealed intercalating property of lycopodine with DNA molecule , implicating its ability to block cellular DNA synthesis . The overall results suggest that lycopodine is a promising candidate suitable for therapeutic use as an anti-cancer drug .	resisting cell death;sustaining proliferative signaling
23142523	BACKGROUND AND AIMS : Impairment of the immune system may contribute to the risk for having cancer as Toll-like receptors are important for innate immunity . We examined the association between candidate disease-susceptibility polymorphisms in the single nucleotide polymorphism ( SNPs ) like TLR2 ( -196 to-174del ) , TLR3 ( C1377T ) , TLR4 ( Thr399Ile ) and TLR9 ( G2848A ) genes in patients with bladder cancer in a North Indian population . METHODS : SNPs were comprised of TLR2 ( -196 to -174 Del ) , TLR3(C1377T) , TLR4 ( Thr399Ile ) and TLR9 ( G2848A ) genes . Allelic and genotypic frequencies of these TLRs SNP from histopathologically confirmed patients of bladder cancer ( n=200 ) and unrelated healthy controls of similar ethnicity ( n=200 ) were genotyped by polymerase chain reaction restriction fragment length polymorphism ( PCR-RFLP ) analysis . RESULTS : In TLR2 I/D gene polymorphism , the combination of ID+DD showed a significant 3-fold increased risk ( p=0.001 ) . TLR2 with heterozygous genotype ID showed a 3-fold risk and combination of heterozygous and variant genotype ( ID+DD ) also showed a 5-fold risk with tumor stage/grade of patients with bladder cancer . The other genotypes of TLR3 , 4 and 9 did not exhibit any significant association with bladder cancer risk . CONCLUSIONS : Our results suggested the involvement of TLR2 ( -196 to-174 del ) in bladder cancer susceptibility ; however , TLR3 , 4 and 9 genes were not associated with risk of bladder cancer , implicating that polymorphisms in these tested TLRs genes are not likely to be associated with increased risk for developing bladder cancer . Functional studies in ethnically diverse populations may provide a more comprehensive involvement of innate immunity in identifying the disease-associated variants for the etiology of bladder cancer .	avoiding immune destruction
23143036	DNA mismatch repair ( MMR ) of simple base mismatches and small insertion-deletion loops in eukaryotes is initiated by the binding of the MutS homolog 2 ( MSH2)-MSH6 heterodimer to mismatched DNA . Cadmium ( Cd ) is a genotoxic heavy metal that has been recognized as a human carcinogen . Oxidant stress and inhibition of DNA repair have been proposed as major factors underlying Cd genotoxicity . Our previous studies indicated the ability of Cd to disturb the gene expression of MSH6 in zebrafish ( Danio rerio ) embryos . This study was undertaken to explore if Cd-induced oxidative stress down-regulated MSH gene activities . Following the exposure of zebrafish embryos at 1 h post fertilization ( hpf ) to sublethal concentrations of Cd at 3-5 μM for 4 or 9 h , a parallel down-regulation of MSH2 , MSH6 and Cu/Zn superoxide dismutase ( Cu/Zn-SOD ) gene expression was detected by real-time RT-PCR and the expression levels were 40-50% of control after a 9-h exposure . Cd exposure also induced oxidative stress , yet no inhibition of catalase gene activity was observed . Whole mount in situ hybridization revealed a wide distribution of msh6 mRNA in the head regions of 10 hpf embryos and pretreatment of embryos with antioxidants butylhydroxytoluene ( BHT ) , d-mannitol or N-acetylcysteine ( NAC ) at 1-10 μM restored Cd-suppressed msh6 expression . QPCR confirmed the protective effects of antioxidants on Cd-suppressed msh2/msh6 mRNA production . Down-regulated MSH gene activities reaching about 50% of control were also induced in embryos exposed to paraquat , a reactive oxygen species ( ROS)-generating herbicide , or hydrogen peroxide at 200 μM . Hence , Cd at sublethal levels down-regulates msh2/msh6 expression primarily via ROS as signaling molecules . The transcriptional activation of human msh6 is known to be fully dependent on the specificity factor 1 ( Sp1 ) . Cd failed to inhibit the DNA binding activity of zebrafish Sp1 unless at lethal concentrations based on band shift assay , therefore excluding the involvement of Sp1 inactivation in Cd-induced MSH gene inhibition in zebrafish embryos .	tumor promoting inflammation
23143272	Progression to malignancy requires that cells overcome senescence and switch to an immortal phenotype . Thus , exploring the genetic and epigenetic changes that occur during senescence/immortalization may help elucidate crucial events that lead to cell transformation . In the present study , we have globally profiled DNA methylation in relation to gene expression in primary , senescent and immortalized mouse embryonic fibroblasts . Using a high-resolution genome-wide mapping technique , followed by extensive locus-specific validation assays , we have identified 24 CpG islands that display significantly higher levels of CpG methylation in immortalized cell lines as compared to primary murine fibroblasts . Several of these hypermethylated CpG islands are associated with genes involved in the MEK-ERK pathway , one of the most frequently disrupted pathways in cancer . Approximately half of the hypermethylated targets are developmental regulators , and bind to the repressive Polycomb group ( PcG ) proteins , often in the context of bivalent chromatin in mouse embryonic stem cells . Because PcG-associated aberrant DNA methylation is a hallmark of several human malignancies , our methylation data suggest that epigenetic reprogramming of pluripotency genes may initiate cell immortalization . Consistent with methylome alterations , global gene expression analysis reveals that the vast majority of genes dysregulated during cell immortalization belongs to gene families that converge into the MEK-ERK pathway . Additionally , several dysregulated members of the MAP kinase network show concomitant hypermethylation of CpG islands . Unlocking alternative epigenetic routes for cell immortalization will be paramount for understanding crucial events leading to cell transformation . Unlike genetic alterations , epigenetic changes are reversible events , and as such , can be amenable to pharmacological interventions , which makes them appealing targets for cancer therapy when genetic approaches prove inadequate .	enabling replicative immortality
23144724	The number of renal cancers has increased over the last ten years and patient survival in advanced stages remains very poor . Therefore , new therapeutic approaches for renal cancer are essential . Englerin A is a natural product with a very potent and selective cytotoxicity against renal cancer cells . This makes it a promising drug candidate that may improve current treatment standards for patients with renal cancers in all stages . However , little is known about englerin A's mode of action in targeting specifically renal cancer cells . Our study is the first to investigate the biological mechanism of englerin A action in detail . We report that englerin A is specific for renal tumor cells and does not affect normal kidney cells . We find that englerin A treatment induces necrotic cell death in renal cancer cells but not in normal kidney cells . We further show that autophagic and pyroptotic proteins are unaffected by the compound and that necrotic signaling in these cells coincided with production of reactive oxygen species and calcium influx into the cytoplasm . As the first study to analyze the biological effects of englerin A , our work provides an important basis for the evaluation and validation of the compound's use as an anti-tumor drug . It also provides a context in which to identify the specific target or targets of englerin A in renal cancer cells .	resisting cell death;tumor promoting inflammation
23145148	Regulation of poly(ADP-ribose) ( PAR ) synthesis and turnover is critical to determining cell fate after genotoxic stress . Hyperactivation of PAR synthesis by poly(ADP-ribose) polymerase-1 ( PARP-1 ) occurs when cells deficient in DNA repair are exposed to genotoxic agents ; however , the function of this hyperactivation has not been adequately explained . Here , we examine PAR synthesis in mouse fibroblasts deficient in the base excision repair enzyme DNA polymerase β ( pol β ) . The extent and duration of PARP-1 activation was measured after exposure to either the DNA alkylating agent , methyl methanesulfonate ( MMS ) , or to low energy laser-induced DNA damage . There was strong DNA damage-induced hyperactivation of PARP-1 in pol β nullcells , but not in wild-type cells . In the case of MMS treatment , PAR synthesis did not lead to cell death in the pol β null cells , but instead resulted in increased PARylation of the nonhomologous end-joining ( NHEJ ) protein Ku70 and increased association of Ku70 with PARP-1 . Inhibition of the NHEJ factor DNA-PK , under conditions of MMS-induced PARP-1 hyperactivation , enhanced necrotic cell death . These data suggest that PARP-1 hyperactivation is a protective mechanism triggering the classical-NHEJ DNA repair pathway when the primary alkylated base damage repair pathway is compromised .	genomic instability and mutation;resisting cell death
23145312	Thrombospondin-1 is a matricellular protein with potent antitumour activities , the levels of which determine the fate of many different tumours , including renal carcinomas . However , the factors that regulate this protein remain unclear . In renal carcinomas , hypoxic conditions enhance the expression of angiogenic factors that help adapt tumour cells to their hostile environment . Therefore , we hypothesized that anti-angiogenic factors should correspondingly be dampened . Indeed , we found that hypoxia decreased the thrombospondin-1 protein in several clear cell renal carcinoma cell lines ( ccRCC ) , although no transcriptional regulation was observed . Furthermore , we proved that hypoxia stimulates multiple signals that independently contribute to diminish thrombospondin-1 in ccRCC , which include a decrease in the activity of oxygen-dependent prolylhydroxylases ( PHDs ) and activation of the PI3K/Akt signalling pathway . In addition , thrombospondin-1 regulation in hypoxia proved to be important for ccRCC cell migration and invasion .	activating invasion and metastasis
23147699	DNA damage induced by benzene and its metabolites is thought of as an important mechanism underlying benzene genotoxicity in chronic benzene poisoning ( CBP ) . Therefore , genetic variation in DNA repair genes may contribute to susceptibility to CBP in the exposed population . Since benzene-induced DNA damages include DNA adducts , we hypothesized that the polymorphisms of ERCC1 ( Excision repair cross complementation group 1 ) and ERCC2/XPD ( Excision repair cross complementation group 2/xeroderma pigmentosum group D ) are associated with the risk of CBP . A case-control study involving 102 benzene-poisoned patients and 204 none-benzene-poisoned controls occupationally exposed to benzene was carried out in the Northeast region of China . The polymorphisms of codon 118 ( rs11615 ) and C8092A ( rs3212986 ) of ERCC1 , codon 751 ( rs13181 ) , 312 ( rs1799793 ) and 156 ( rs238406 ) of ERCC2/XPD were genotyped by TaqMan(®) Real-time PCR . The results showed that individuals carrying the ERCC1 codon 118 TT genotype had an increased risk of CBP ( OR(adj)=3.390 ; 95%CI : 1.393-8.253 ; P=0.007 ) comparing with its CC genotype . After stratified by smoking , gender and exposure duration we found that the increased risk of CBP associated with the ERCC1 codon 118 TT genotype confined to nonsmokers ( OR=3.214 ; 95% CI : 1.359-7.601 ; P=0.006 ) , female ( OR=3.049 ; 95% CI : 1.235-7.529 ; P=0.013 ) and exposure duration&gt ; 12 years ( OR=3.750 ; 95% CI : 1.041-13.513 ; P=0.035 ) . Since ERCC1 and ERCC2/XPD are both located on chromosome 19q13.3 , haplotype analysis of all 5 SNPs was also conducted . However no correlations between the risks of CBP and other genotypes or haplotypes were found . Therefore , our findings suggest an important role of ERCC1 codon 118 polymorphisms for a biomarker to CBP in the Chinese occupational population .	genomic instability and mutation
23149547	The DNA repair protein Ku70 is a key player in chemoresistance to anticancer agents ( e.g. , etoposide ) or radioresistance . The responses of different organs to radiation vary widely and likely depend on the cell population in the organs . Previously , we established and characterized Ku70-deficient murine lung epithelial ( Ku70 -/- MLE ) cells and found that these cells are more sensitive than Ku70 +/- MLE cells ( control cells ) to X-irradiation , as determined by clonogenic survival assay ; however , the mechanism underlying this sensitivity remains unclear . In this study , we examined the mechanism by which X-irradiation triggers the death of Ku70 -/- MLE cells . Our results showed that Ku70 -/- MLE cells were more sensitive to radiation-induced apoptosis than control cells , although X-irradiation activated caspase-3 and caspase-7 , and cleaved PARP in both cell lines . We also examined the expression level of phosphorylated H2AX ( γH2AX ) , which is a marker of DSB , and observed the phosphorylation of H2AX and the elimination of γH2AX in both cell lines after X-irradiation . The elimination in Ku70 -/- MLE cells was slower than that in control cells , suggesting that DSB repair activity in the Ku70 -/- MLE cells is lower than that in control cells . These findings suggest that Ku70 might play a key role in the inhibition of apoptosis through the DSB repair pathway in lung epithelial cells . Our findings also suggest that these cell lines might be useful for the study of Ku70 functions and the Ku70-dependent DSB repair pathway in lung epithelial cells .	resisting cell death;genomic instability and mutation
23149912	The main feedback loop driving circadian rhythm in mice is controlled , in part , by the genes encoding the cryptochromes Cry1 and Cry2 . Targeted mutation of both Cry1 and Cry2 delay the early onset of tumor formation in p53-null mutant mice . Furthermore , Ras-transformed p53- and Cry-null mouse skin fibroblasts are more sensitive than p53 mutants to apoptotic cell death initiated by agents that activate either the intrinsic or the extrinsic apoptosis pathways . Here , we investigated the effect of Cry1 and Cry2 mutations on cell death by other genotoxic agents that generate alkylated bases , interstrand crosslinks , DNA-protein crosslinks , and double-strand breaks . Both ultraviolet ( UV ) and the UV mimetic compound oxaliplatin and the radiomimetic compound doxorubicin promoted apoptosis by upregulating the tumor suppressor p73 . However , only the UV and oxaliplatin-induced upregulation of p73 mediated by the transcription factor Egr1 , but not the doxorubicin-induced upregulation mediated by the transcription factor E2F1 , was enhanced by Cry1/Cry2 double mutation . Accordingly , Egr1 downregulation reduced oxaliplatin-induced apoptosis , whereas E2F1 downregulation reduced doxorubicin-induced apoptosis . Our findings establish distinct roles for cryptochromes in intrinsic apoptosis induced by UV mimetic and radiomimetic agents .	resisting cell death;genomic instability and mutation
23149922	More effective treatments for metastatic lung cancer remain a pressing clinical need . In this study , we identified migration inducting gene-7 ( MIG-7 ) protein as critical for COX-2/prostaglandin E2 ( PGE2)- and Akt/GSK-3Î²-dependent tumor invasion/metastasis . COX-2/PGE2 activated EP4 to enhance Akt and GSK-3Î² phosphorylation and Î²-catenin/T-cell factor/lymphoid enhancer factor signaling leading to MIG-7 upregulation . RNAi-mediated attenuation of MIG-7 blocked COX-2/PGE2- and Akt/GSK-3Î²-mediated migration/invasion effects . Furthermore , MIG-7 protein inhibited protein phosphatase 2A to sustain Akt/GSK-3Î² phosphorylation and cancer-cell migration/invasion . Cancer cells overexpressing MIG-7 exhibited increased expression of ZEB-1 and Twist in parallel with epithelial-mesenchymal transition , metastasis and cancer lethality . MIG-7 protein level positively correlated with advanced stages of human lung cancers . MIG-7 thus offers a theranostic target for cancer metastases arising from aberrant activation of the cellular COX-2/PGE2 and Akt/GSK-3Î² signaling pathways .	activating invasion and metastasis
23151908	Ophiopogonin B ( OP-B ) is a bioactive component of Radix Ophiopogon Japonicus , which is often used in Chinese traditional medicine to treat pulmonary disease . However , whether or not OP-B has any potential antitumor activity has not been reported . Here , we show that the non-small cell lung cancer ( NSCLC ) cell lines NCI-H157 and NCI-H460 treated with OP-B grow more slowly and accumulate vacuoles in their cytoplasm compared to untreated control cells . Flow cytometric analysis showed that the cells were arrested in G0/G1 phase . Nuclear morphology , Annexin-V/PI staining , and expression of cleaved caspase-3 all confirm that OP-B does not induce apoptosis . Instead , based on results from both transmission electron microscopy ( TEM ) and the expression of microtubule-associated protein 1 light chain 3-II ( LC3-II ) , we determined that OP-B treatment induced autophagy in both cell lines . Next , we examined the PI3K/Akt/mTOR signaling pathway and found that OP-B inhibited phosphorylation of Akt(Ser473 , Thr308 ) in NCI-H157 cells and also inhibited several key components of the pathway in NCI-H460 cells , such as p-Akt(Ser473 , Thr308 ) , p-p70S6K ( Thr389 ) . Additionally , insulin-mediated activation of the PI3K/Akt/mTOR pathway provides evidence that activation of this pathway may correlate with induction of autophagy in H460 cells . Therefore , OP-B is a prospective inhibitor of PI3K/Akt and may be used as an alternative compound to treat NSCLC .	sustaining proliferative signaling;resisting cell death
23152079	It is well established that angiogenesis is the process of formation of new capillaries from pre-existing blood vessels . It is a complex process , involving both pro- and anti-angiogenic factors , and plays a significant role in physiological and pathophysiological processes such as embryonic development , atherosclerosis , post-ischemic vascularization of the myocardium , tumor growth and metastasis , rheumatoid arthritis etc . This is the first report of zinc oxide ( ZnO ) nanoflowers that show significant pro-angiogenic properties ( formation of new capillaries from pre-existing blood vessels ) , observed by in vitro and in vivo angiogenesis assays . The egg yolk angiogenesis assay using ZnO nanoflowers indicates the presence of matured blood vessels formation . Additionally , it helps to promote endothelial cell ( EA.hy926 cells ) migration in wound healing assays . Formation of reactive oxygen species ( ROS ) , especially hydrogen peroxide ( H(2)O(2))-a redox signaling molecule , might be the plausible mechanism for nanoflower-based angiogenesis . Angiogenesis by nanoflowers may provide the basis for the future development of new alternative therapeutic treatment strategies for cardiovascular and ischemic diseases , where angiogenesis plays a significant role .	inducing angiogenesis;tumor promoting inflammation
23152853	Tumor development requires angiogenesis and anti-angiogenic therapies have been introduced in the treatment of cancer . In this context , heparan sulfate proteoglycans ( HSPGs ) emerge as interesting targets , owing to their function as co-receptors of major , pro-angiogenic factors . Accordingly , previous studies have suggested anti-tumor effects of heparin , i.e. over-sulfated HS , and various heparin mimetics ; however , a significant drawback is their unspecific mechanism of action and potentially serious side-effects related to their anticoagulant properties . Here , we have explored the use of human ScFv anti-HS antibodies ( Î±HS ) as a more rational approach to target HSPG function in endothelial cells ( ECs). Î±HS were initially selected for their recognition of HS epitopes localized preferentially to the vasculature of patient glioblastoma tumors , i.e. highly angiogenic brain tumors . Unexpectedly , we found that these Î±HS exhibited potent pro-angiogenic effects in primary human ECs. Î±HS were shown to stimulate EC differentiation , which was associated with increased EC tube formation and proliferation . Moreover , Î±HS supported EC survival under hypoxia and starvation , i.e. conditions typical of the tumor microenvironment . Importantly , Î±HS-mediated proliferation was efficiently counter-acted by heparin and was absent in HSPG-deficient mutant cells , confirming HS-specific effects . On a mechanistic level , binding of Î±HS to HSPGs of ECs as well as glioblastoma cells was found to trigger p38 MAPK-dependent signaling resulting in increased proliferation . We conclude that several Î±HS that recognize HS epitopes abundant in the tumor vasculature may elicit a pro-angiogenic response , which has implications for the development of antibody-based targeting of HSPGs in cancer .	sustaining proliferative signaling;inducing angiogenesis
23155249	Metastasis is a major cause of death of patients with malignant tumors . Matrix metalloproteinases ( MMPs ) are important for the migration and invasion of various types of cancer cell . Propofol is a known anesthetic agent , widely used for short-term anesthesia and for longer-term sedation . Propofol inhibits the proliferation of a variety of tumor cells , but there is no available information regarding propofol-inhibited migration and invasion of tumor cells in vitro . In this study , we investigated the effects of propofol on the migration and invasion of human lung carcinoma A549 cells . Wound healing assay and Boyden chamber assays indicated that propofol inhibited the migration and invasion of A549 cells in vitro . Gelatin zymographic analysis showed the inhibitory effect of propofol on the activation of expression MMP-2 . Western blot analysis also indicated that propofol suppressed the protein expiration of growth factor receptor-bound protein 2 ( GRB2 ) , Jun N-terminal kinases 1/2 ( p-JNK1/2 ) , p-p38 , MMP-2 and MMP-9 in A549 cells . Results from real-time PCR assay also showed that propofol inhibited the mRNA gene expression of MMP-2 , -7 and -9 , and enhanced that of tissue inhibitor of metalloproteinase 1 ( TIMP1 ) and TIMP2 in A549 cells . Taken together , these data show that propofol inhibits MMP-2 and -9 mRNA and protein expressions , resulting in suppression of lung cancer cell invasion and migration in vitro .	activating invasion and metastasis
23160380	Adhesion to the extracellular matrix ( ECM ) is critical for epithelial tissue homeostasis and function . ECM detachment induces metabolic stress and programmed cell death via anoikis . ECM-detached mammary epithelial cells are able to rapidly activate autophagy allowing for survival and an opportunity for re-attachment . However , the mechanisms controlling detachment-induced autophagy remain unclear . Here we uncover that the kinase PERK rapidly promotes autophagy in ECM-detached cells by activating AMP-activated protein kinase ( AMPK ) , resulting in downstream inhibition of mTORC1-p70(S6K) signaling . LKB1 and TSC2 , but not TSC1 , are required for PERK-mediated inhibition of mammalian target of rapamycinin MCF10A cells and mouse embryo fibroblast cells . Importantly , this pathway shows fast kinetics , is transcription-independent and is exclusively activated during ECM detachment , but not by canonical endoplasmic reticulum stressors . Moreover , enforced PERK or AMPK activation upregulates autophagy and causes luminal filling during acinar morphogenesis by perpetuating a population of surviving autophagic luminal cells that resist anoikis . Hence , we identify a novel pathway in which suspension-activated PERK promotes the activation of LKB1 , AMPK and TSC2 , leading to the rapid induction of detachment-induced autophagy . We propose that increased autophagy , secondary to persistent PERK and LKB1-AMPK signaling , can robustly protect cells from anoikis and promote luminal filling during early carcinoma progression.Oncogene advance online publication , 19 November 2012 ; doi:10.1038/onc.2012.512 .	resisting cell death
23160493	In response to genotoxic stress , a transient arrest in cell-cycle progression enforced by the DNA-damage checkpoint ( DDC ) signalling pathway positively contributes to genome maintenance . Because hyperactivated DDC signalling can lead to a persistent and detrimental cell-cycle arrest , cells must tightly regulate the activity of the kinases involved in this pathway . Despite their importance , the mechanisms for monitoring and modulating DDC signalling are not fully understood . Here we show that the DNA-repair scaffolding proteins Slx4 and Rtt107 prevent the aberrant hyperactivation of DDC signalling by lesions that are generated during DNA replication in Saccharomyces cerevisiae . On replication stress , cells lacking Slx4 or Rtt107 show hyperactivation of the downstream DDC kinase Rad53 , whereas activation of the upstream DDC kinase Mec1 remains normal . An Slx4-Rtt107 complex counteracts the checkpoint adaptor Rad9 by physically interacting with Dpb11 and phosphorylated histone H2A , two positive regulators of Rad9-dependent Rad53 activation . A decrease in DDC signalling results from hypomorphic mutations in RAD53 and H2A and rescues the hypersensitivity to replication stress of cells lacking Slx4 or Rtt107 . We propose that the Slx4-Rtt107 complex modulates Rad53 activation by a competition-based mechanism that balances the engagement of Rad9 at replication-induced lesions . Our findings show that DDC signalling is monitored and modulated through the direct action of DNA-repair factors .	genomic instability and mutation
23160694	BACKGROUND Thymidine phosphorylase ( TYMP ) is an angiogenic factor that has potent chemotactic activity for endothelial cells and is involved in 5-fluorouracil ( 5-FU ) metabolism . In colorectal cancer ( CRC ) , previous studies evaluating the relationship between TYMP expression and clinicopathological features have yielded inconsistent results . The aim of this study was to investigate the prognostic value of TYMP , its association with other angiogenic factors , proliferation markers and , to our knowledge , for the first time its relationship with extracellular matrix components . MATERIALS AND METHODS Formalin-fixed , paraffin-embedded specimens from 97 patients with CRC were immunostained for TYMP , vascular endothelial growth factor ( VEGF ) , microvascular density ( CD34 ) , proliferation marker ( Ki-67 ) , proliferating cell nuclear antigen ( PCNA ) , p53 oncoprotein and extracellular matrix components ( collagen type IV , fibronectin , tenascin and laminin ) . Survival curves were calculated with the Kaplan-Meier method . RESULTS Immunoreactivity was observed in the cytoplasm ( cyt ) and nucleus ( n ) of the tumor cells , as well in the stroma ( st ) , endothelium and tumor-associated macrophages . High TYMPcyt expression was observed in 7.2% of the cases , moderate in 22.7% and weak in 59.9% , while 10.3% were negative . High TYMPst expression was observed in 58.8% of the cases . TYMPcyt expression was correlated with the VEGF expression of tumor cells and VEGF expression of vessels ( p=0.014 and p=0.022 , respectively ) . TYMPst expression was correlated with VEGF expression and tenascin ( p=0.014 and p=0.011 , respectively ) . Patients with higher TYMPcyt expression had a more favorable overall survival ( p=0.041 ) in univariate analysis compared to patients without TYMP expression . CONCLUSION These findings suggest that TYMP plays an important role in angiogenesis , extracellular matrix remodeling and in the prognosis of patients with CRC , but further studies are needed to clearly define its role in CRC .	inducing angiogenesis
23161172	Olfactomedin 4 ( OLFM4 ) is highly expressed in gastrointestinal cancers and has an anti-apoptotic function . The roles of OLFM4 in tumor growth and metastasis and how it functions in these processes remain elusive . We investigated the function of OLFM4 in tumor growth and metastasis using B16F10 mouse melanoma cells as an experimental system . Our results showed that OLFM4 had no positive effect on cell viability or cell cycle progression in B16F10 cells . However , it significantly suppressed the tumorigenicity of B16F10 cells , i.e. , intradermal primary tumor growth and lung metastasis . OLFM4 also suppressed the migration and invasion of B16F10 cells in vitro . For further insight into the mechanisms underlying OLFM4-mediated suppression of tumor progression , we examined the effect of OLFM4 on the expression of integrin and matrix metalloproteinase ( MMP ) , both of which are involved in tumor progression . Overexpression of OLFM4 clearly reduced the expression levels of integrin Î±1 , integrin Î±4 , integrin Î±5 , integrin Î±6 , and MMP9 . Moreover , forced expression of MMP9 attenuated the inhibitory activity of OLFM4 on migration and invasiveness . Our findings provide the experimental evidence that OLFM4 may function as a tumor suppressor and an anti-metastatic gene during tumor progression .	sustaining proliferative signaling;activating invasion and metastasis
23161184	Endothelial cells respond to hypoxic changes with resultant accumulation of several metabolites and switch over to angiogenic phenotype . Although certain intermediates of glycolytic and oxidative metabolic pathways have been known to affect angiogenesis , the effect of citrate , which accumulates in certain tumors , on angiogenesis is not known . Therefore , the effect of citrate on angiogenesis was studied using different model systems . Increased vascularization in chorioallantoic membrane assay , increased endothelial sprouting in rat aortic rings , and increased expression of CD31 , E-selectin in endothelial cells suggested a possible proangiogenic effect of citrate . Upregulation of angiogenic factors such as vascular endothelial growth factor and fibroblast growth factor suggested that the effect of citrate involves modulation of expression of angiogenic growth factors . LY 294002 , an inhibitor of PI3K-Akt pathway , and wortmannin , an inhibitor of Akt pathway , reversed the effect of citrate in human umbilical vein endothelial cells . Citrate induced significant upregulation and activation of Akt in endothelial cells . Rapamycin , an inhibitor of mTOR , also reversed the effect of citrate in human umbilical vein endothelial cells and sprouting of aortic rings suggesting that the angiogenic effect of citrate involves activation of PI3K-Akt-mTOR pathway .	inducing angiogenesis;sustaining proliferative signaling
23166757	"A key requirement for the development of cancer immunotherapy is the identification of tumour-associated antigens that are differentially or exclusively expressed on the tumour and recognized by the host immune system . However , immune responses to such antigens are often muted or lacking due to the antigens being recognized as "" self "" , and further complicated by the tumour environment and regulation of immune cells within . In an effort to circumvent the lack of immune responses to tumour antigens , we have devised a strategy to develop potential synthetic immunogens . The strategy , termed mirror image phage display , is based on the concept of molecular mimicry as demonstrated by the idiotype/anti-idiotype paradigm in the immune system . Here as ' proof of principle ' we have selected molecular mimics of the well-characterised tumour associated antigen , the human mucin1 protein ( MUC1 ) from two different peptide phage display libraries . The putative mimics were compared in structure and function to that of the native antigen . Our results demonstrate that several of the mimic peptides display T-cell stimulation activity in vitro when presented by matured dendritic cells . The mimic peptides and the native MUC1 antigenic epitopes can cross-stimulate T-cells . The data also indicate that sequence homology and/or chemical properties to the original epitope are not the sole determining factors for the observed immunostimulatory activity of the mimic peptides ."	avoiding immune destruction
23167349	Colon cancer is the third most common malignant neoplasm in the world and it remains an important cause of death , especially in western countries . The toxic environmental pollutant , 1 , 2-dimethylhydrazine ( DMH ) , is also a colon-specific carcinogen . Tannic acid ( TA ) is reported to be effective against various types of chemically induced toxicity and also carcinogenesis . In the present study , we evaluated the chemopreventive efficacy of TA against DMH induced colon toxicity in a rat model . Efficacy of TA against the colon toxicity was evaluated in terms of biochemical estimation of antioxidant enzyme activities , lipid peroxidation , histopathological changes and expression of early molecular markers of inflammation and tumor promotion . DMH treatment induced oxidative stress enzymes ( p&lt;0.001 ) and an early inflammatory and tumor promotion response in the colons of Wistar rats . TA treatment prevented deteriorative effects induced by DMH through a protective mechanism that involved reduction of oxidative stress as well as COX-2 , i-NOS , PCNA protein expression levels and TNF-Î±(p&lt;0.001) release . It could be concluded from our results that TA markedly protects against chemically induced colon toxicity and acts plausibly by virtue of its antioxidant , anti-inflammatory and antiproliferative activities .	tumor promoting inflammation
23168260	Senescence is a cellular response preventing tumorigenesis . The Ras oncogene is frequently activated or mutated in human cancers , but Ras activation is insufficient to transform primary cells . Ina search for cooperating oncogenes , we identify the lysine demethylase JMJD2A/KDM4A . We show that JMJD2A functions as a negative regulator of Ras-induced senescence and collaborates with oncogenic Ras to promote cellular transformation by negatively regulating the p53 pathway . We find CHD5 , a known tumor suppressor regulating p53 activity , as a target of JMJD2A . The expression of JMJD2A inhibits Ras-mediated CHD5 induction leading to a reduced activity of the p53 pathway . In addition , we show that JMJD2A is overexpressed inmouse and human lung cancers . Depletion of JMJD2A in the human lung cancer cell line A549 bearing an activated K-Ras allele triggers senescence . We propose that JMJD2A is an oncogene that represents a target for Ras-expressing tumors .	enabling replicative immortality
