pmid	text	labels
34205262	The Role of Th17 Response in COVID-19. COVID-19 is an acute infectious disease of the respiratory system caused by infection with the SARS-CoV-2 virus (Severe Acute Respiratory Syndrome Coronavirus 2). Transmission of SARS-CoV-2 infections occurs through droplets and contaminated objects. A rapid and well-coordinated immune system response is the first line of defense in a viral infection. However, a disturbed and over-activated immune response may be counterproductive, causing damage to the body. Severely ill patients hospitalised with COVID-19 exhibit increased levels of many cytokines, including Interleukin (IL)-1beta, IL-2, IL-6, IL-7, IL-8, IL-10, IL-17, granulocyte colony stimulating factor (G-CSF), monocyte chemoattractant protein 1 (MCP-1) and tumor necrosis factor (TNF). Increasing evidence suggests that Th17 cells play an important role in the pathogenesis of COVID-19, not only by activating cytokine cascade but also by inducing Th2 responses, inhibiting Th1 differentiation and suppressing Treg cells. This review focuses on a Th17 pathway in the course of the immune response in COVID-19, and explores plausible targets for therapeutic intervention.	Mechanism;Treatment
34209271	Eating Habits during the COVID-19 Lockdown in Italy: The Nutritional and Lifestyle Side Effects of the Pandemic. To limit the spread of coronavirus SARS-CoV-2, a nationwide lockdown started in Italy in March 2020. In this unpredictable situation, a cross-sectional study using an online questionnaire was carried out by the Observatory on Food Surplus, Recovery and Waste of CREA Food and Nutrition Centre. The aim of this work was to evaluate how Italian habits changed during this period, the determinants of changes, and the effect on food waste prevention. In a sample of 2678 respondents, 62% showed low Adherence to the Mediterranean Diet (AMD). During lockdown many of participants improved the quality of their diet, increasing their consumption of fruit (24.4%), vegetables (28.5%), legumes (22.1%), nuts (12%), and fish or shellfish (14%). Unfavorable changes were observed with the excessive consumption of sweets or pastries (36.9%) and comfort foods (22.7%), and a lack of physical activity (37.2%). The main novelty of this study was the examination of dietary changes identified by a cluster analysis. Respondents with generally high AMD improved their eating habits, while the habits of the respondents with generally low AMD remained unchanged. In addition, nearly 80% of respondents were sensitive to food waste. The study provides a useful contribution to the debate on nutritional recommendations in case of further lockdown.	Prevention
34226885	Implementation of warfarin to direct oral anticoagulant conversion initiative in pharmacist-run anticoagulation clinics during COVID-19 pandemic. Due to community transmission of coronavirus disease 2019 (COVID-19), social distancing and stay-at-home orders were implemented statewide in an effort to limit the spread of disease. This posed unique challenges for patients on medications requiring close and continued monitoring by clinic staff, such as anticoagulation clinics. Thus, innovative measures were implemented at Cleveland Clinic Health System (CCHS) to maintain the health and care of ambulatory patients. An initiative to evaluate patients for warfarin to direct oral anticoagulants (DOAC) conversion was used in the pharmacist-run anticoagulation clinics. This article describes how patients were screened for eligibility, the education to pharmacists, the utilization of student learners in the process, and the workflow for provider notification of conversion. Follow up monitoring, challenges encountered, and future directions are also described.	Prevention
34377775	"Changes in Patient Satisfaction Scores During the Early COVID-19 Pandemic. The coronavirus disease 2019 (COVID-19) pandemic has caused a rapid and widespread application of telemedicine services in the outpatient setting. Prior to COVID-19, patient satisfaction was measured with Consumer Assessment of Healthcare Providers and Systems (CAHPS) Clinician & Group Survey (CG-CAHPS) and was then measured with the Press Ganey telemedicine survey. Both surveys ask about a patient's likelihood to recommend a particular medical practice, which is a useful, but imperfect, surrogate for overall satisfaction. The purpose of this analysis was to identify any changes in patient satisfaction scores with the implementation of telemedicine services. A retrospective analysis of our institution's experience during the early months of the COVID-19 pandemic compared to the months immediately prior to the pandemic was conducted. The percent of patients with a ""Top box"" response to survey questions regarding their likelihood to recommend a medical practice were compared. A total of 14 430 CG-CAHPS results collected in November 2019 through February 2020 were compared to 22 009 telemedicine survey results collected between March and May 2020. In general, most medical specialties incorporated telemedicine but suffered a decrease in their patient's likelihood to recommend a medical practice during the first few months of the pandemic. However, the magnitude of this decrease was variable by medical specialty. Physical medicine and rehabilitation and pain medicine had relatively poor scores prior to the pandemic which did not statistically change. Oncology was the sole medical specialty that continued to have unchanged high patient satisfaction scores. These data provide insights for the refinement of telemedicine."	Prevention
34339626	Post-viral effects of COVID-19 in the olfactory system and their implications. BACKGROUND: The mechanisms by which any upper respiratory virus, including SARS-CoV-2, impairs chemosensory function are not known. COVID-19 is frequently associated with olfactory dysfunction after viral infection, which provides a research opportunity to evaluate the natural course of this neurological finding. Clinical trials and prospective and histological studies of new-onset post-viral olfactory dysfunction have been limited by small sample sizes and a paucity of advanced neuroimaging data and neuropathological samples. Although data from neuropathological specimens are now available, neuroimaging of the olfactory system during the acute phase of infection is still rare due to infection control concerns and critical illness and represents a substantial gap in knowledge. RECENT DEVELOPMENTS: The active replication of SARS-CoV-2 within the brain parenchyma (ie, in neurons and glia) has not been proven. Nevertheless, post-viral olfactory dysfunction can be viewed as a focal neurological deficit in patients with COVID-19. Evidence is also sparse for a direct causal relation between SARS-CoV-2 infection and abnormal brain findings at autopsy, and for trans-synaptic spread of the virus from the olfactory epithelium to the olfactory bulb. Taken together, clinical, radiological, histological, ultrastructural, and molecular data implicate inflammation, with or without infection, in either the olfactory epithelium, the olfactory bulb, or both. This inflammation leads to persistent olfactory deficits in a subset of people who have recovered from COVID-19. Neuroimaging has revealed localised inflammation in intracranial olfactory structures. To date, histopathological, ultrastructural, and molecular evidence does not suggest that SARS-CoV-2 is an obligate neuropathogen. WHERE NEXT?: The prevalence of CNS and olfactory bulb pathosis in patients with COVID-19 is not known. We postulate that, in people who have recovered from COVID-19, a chronic, recrudescent, or permanent olfactory deficit could be prognostic for an increased likelihood of neurological sequelae or neurodegenerative disorders in the long term. An inflammatory stimulus from the nasal olfactory epithelium to the olfactory bulbs and connected brain regions might accelerate pathological processes and symptomatic progression of neurodegenerative disease. Persistent olfactory impairment with or without perceptual distortions (ie, parosmias or phantosmias) after SARS-CoV-2 infection could, therefore, serve as a marker to identify people with an increased long-term risk of neurological disease.	Diagnosis;Mechanism
34362872	Phylogenomic analysis of SARS-CoV-2 from third wave clusters in Malaysia reveals dominant local lineage B.1.524 and persistent spike mutation A701V. The emergence of a third wave of COVID-19 infection in Malaysia since September 2020 has led to imminent changes in public health prevention and control measures. As high as 96.2% of registered COVID-19 cases and 88.5% of confirmed deaths in Malaysia occurred during this third wave of infection. A phylogenomic study on 258 SARS-CoV-2 full genomes from February 2020-February 2021 has led to the discovery of a novel Malaysian lineage B.1.524. This lineage contains another spike mutation A701V that co-exists with the D614G spike mutation that was predominant in most of the third-wave clusters. The study provides vital genomic insights on the rapid spread of the SARS-CoV-2 variants in Malaysia in conjunction with the presence of a dominant SARS-CoV-2 lineage during the third wave of COVID-19 infection.	Mechanism
34220496	The Impact of the Renin-Angiotensin-Aldosterone System on Inflammation, Coagulation, and Atherothrombotic Complications, and to Aggravated COVID-19. Atherosclerosis is considered a disease caused by a chronic inflammation, associated with endothelial dysfunction, and several mediators of inflammation are up-regulated in subjects with atherosclerotic disease. Healthy, intact endothelium exhibits an antithrombotic, protective surface between the vascular lumen and vascular smooth muscle cells in the vessel wall. Oxidative stress is an imbalance between anti- and prooxidants, with a subsequent increase of reactive oxygen species, leading to tissue damage. The renin-angiotensin-aldosterone system is of vital importance in the pathobiology of vascular disease. Convincing data indicate that angiotensin II accelerates hypertension and augments the production of reactive oxygen species. This leads to the generation of a proinflammatory phenotype in human endothelial and vascular smooth muscle cells by the up-regulation of adhesion molecules, chemokines and cytokines. In addition, angiotensin II also seems to increase thrombin generation, possibly via a direct impact on tissue factor. However, the mechanism of cross-talk between inflammation and haemostasis can also contribute to prothrombotic states in inflammatory environments. Thus, blocking of the renin-angiotensin-aldosterone system might be an approach to reduce both inflammatory and thrombotic complications in high-risk patients. During COVID-19, the renin-angiotensin-aldosterone system may be activated. The levels of angiotensin II could contribute to the ongoing inflammation, which might result in a cytokine storm, a complication that significantly impairs prognosis. At the outbreak of COVID-19 concerns were raised about the use of angiotensin converting enzyme inhibitors and angiotensin receptor blocker drugs in patients with COVID-19 and hypertension or other cardiovascular comorbidities. However, the present evidence is in favor of continuing to use of these drugs. Based on experimental evidence, blocking the renin-angiotensin-aldosterone system might even exert a potentially protective influence in the setting of COVID-19.	Mechanism;Treatment
34203185	Significant Decrease in Annual Cancer Diagnoses in Spain during the COVID-19 Pandemic: A Real-Data Study. The COVID-19 pandemic has caused a profound change in health organizations at both the primary and hospital care levels. This cross-sectional study aims to investigate the impact of the COVID-19 pandemic in the annual rate of new cancer diagnosis in two university-affiliated hospitals. This study includes all the patients with a pathological diagnosis of cancer attended in two hospitals in Malaga (Spain) during the first year of pandemic. This study population was compared with the patients diagnosed during the previous year 2019. To analyze whether the possible differences in the annual rate of diagnoses were due to the pandemic or to other causes, the patients diagnosed during 2018 and 2017 were also compared. There were 2340 new cancer diagnosis compared to 2825 patients in 2019 which represented a decrease of -17.2% (p = 0.0001). Differences in the number of cancer patients diagnosed between 2018 and 2019 (2840 new cases; 0.5% increase) or 2017 and 2019 (2909 new cases; 3% increase) were not statistically significant. The highest number of patients lost from diagnosis in 2020 was in breast cancer (-26.1%), colorectal neoplasms (-16.9%), and head and neck tumors (-19.8%). The study of incidence rates throughout the first year of the COVID-19 pandemic shows that the diagnosis of new cancer patients has been significantly impaired. Health systems must take the necessary measures to restore pre-pandemic diagnostic procedures and to recover lost patients who have not been diagnosed.	Prevention
34213801	Does chronic inflammation cause acute inflammation to spiral into hyper-inflammation in a manner modulated by diet and the gut microbiome, in severe Covid-19? We propose that hyper-inflammation (HYPi) is a ''runaway'' consequence of acute inflammation (ACUi) that arises more easily (and also abates less easily) in those who host a pre-existing chronic inflammation (CHRi), because (i) most factors involved in generating an ACUi to limit viral proliferation are already present when there is an underlying CHRi, and also because (ii) anti-inflammatory (AI) mechanisms for the abatement of ACUi (following containment of viral proliferation) are suppressed and desensitized where there is an underlying CHRi, with this causing the ACUi to spiral into a HYPi. Stress, pollution, diet, and gut microbiomes (alterable in weeks through dietary changes) have an intimate and bidirectional cause-effect relationship with CHRi. We propose that avoidance of CHRi-promoting foods and adoption of CHRi-suppressing foods could reduce susceptibility to HYPi, in Covid-19 and in other viral diseases, such as influenza, which are characterized by episodic and unpredictable HYPi.	Mechanism;Treatment
34289923	Counting Pandemic Statistics Remotely Using Webcams. OBJECTIVE: Lack of mask use during large public events might spread COVID-19. It is possible now to measure this and similar public health information using publicly available webcams. We demonstrate a rapid assessment approach for measuring mask usage at a public event. METHOD: We monitored crowds at public areas in Sturgis, SD using a live, high-definition, town-sponsored video stream to analyze the prevalence of mask wearing. We developed a rapid coding procedure for mask wearing and analyzed brief (5 to 25 min) video segments to assess mask-wearing compliance in outdoor public areas. We calculated compliance estimates and compared reliability among the human coders. RESULTS: We were able to observe and quantify public behavior on the public streets. This approach rapidly estimated public health information (e.g., 512 people observed over 25 minutes with 2.3% mask usage) available on the same day. Coders produced reliable estimates across a sample of videos for counting masked users and mask-wearing proportion. Our video data is stored in Databrary.org. CONCLUSIONS: This approach has implications for disaster responses and public health. The approach is easy to use, can provide same day results, and can provide public health stakeholders with key information on public behavior.	Prevention
34342366	Comparability of six different immunoassays measuring SARS-CoV-2 antibodies with neutralising antibody levels in convalescent plasma: from utility to prediction. BACKGROUND: Convalescent plasma (CP) therapy for COVID-19 provides virus neutralising antibodies that may ameliorate the outcome of SARS-CoV-2 infections. The effectiveness of CP likely depends on its antiviral neutralising potency and is determined using in vitro neutralising antibody assays. STUDY DESIGN AND METHODS: We evaluated abilities of three immunoassays for anti-spike antibodies (EUROimmun, Ortho, Roche), a pseudotype-based neutralisation assay and two assays that quantify ACE2 binding of spike protein (GenScript and haemagglutination-based HAT assay) to predict neutralising antibody titres in 113 convalescent plasma donations. Assay outputs were analysed through linear regression and calculation of sensitivities and specificities by ROC analysis. RESULTS: Median values of plasma samples containing neutralising antibodies produced conversion factors for assay unitage of x6.5 (pseudotype), x19 (GenScript), x3.4 (HAT assay), x0.08 (EUROimmun), x1.64 (Roche) and x0.10 (Ortho). All selected assays were sufficient in identifying the high titre donations based on ROC analysis; area over curve ranged from 91.7% for HAT and GenScript assay to 95.6% for pseudotype assay. However, their ability to predict the actual neutralising antibody levels varied substantially as shown by linear regression correlation values (from 0.27 for Ortho to 0.61 for pseudotype assay). DISCUSSION: Combined, the study data demonstrates that all selected assays were effective in identifying donations with high neutralising antibody levels and are potentially suitable as surrogate assays for donation selection for convalescent plasma therapy.	Diagnosis;Treatment
34283832	Spatially resolved simulations of the spread of COVID-19 in three European countries. We explore the spatial and temporal spread of the novel SARS-CoV-2 virus under containment measures in three European countries based on fits to data of the early outbreak. Using data from Spain and Italy, we estimate an age dependent infection fatality ratio for SARS-CoV-2, as well as risks of hospitalization and intensive care admission. We use them in a model that simulates the dynamics of the virus using an age structured, spatially detailed agent based approach, that explicitly incorporates governmental interventions and changes in mobility and contact patterns occurred during the COVID-19 outbreak in each country. Our simulations reproduce several of the features of its spatio-temporal spread in the three countries studied. They show that containment measures combined with high density are responsible for the containment of cases within densely populated areas, and that spread to less densely populated areas occurred during the late stages of the first wave. The capability to reproduce observed features of the spatio-temporal dynamics of SARS-CoV-2 makes this model a potential candidate for forecasting the dynamics of SARS-CoV-2 in other settings, and we recommend its application in low and lower-middle income countries which remain understudied.	Epidemic Forecasting;Prevention
34220705	Could Exogenous Insulin Ameliorate the Metabolic Dysfunction Induced by Glucocorticoids and COVID-19? The finding that high-dose dexamethasone improves survival in those requiring critical care due to COVID-19 will mean much greater usage of glucocorticoids in the subsequent waves of coronavirus infection. Furthermore, the consistent finding of adverse outcomes from COVID-19 in individuals with obesity, hypertension and diabetes has focussed attention on the metabolic dysfunction that may arise with critical illness. The SARS coronavirus itself may promote relative insulin deficiency, ketogenesis and hyperglycaemia in susceptible individuals. In conjunction with prolonged critical care, these components will promote a catabolic state. Insulin infusion is the mainstay of therapy for treatment of hyperglycaemia in acute illness but what is the effect of insulin on the admixture of glucocorticoids and COVID-19? This article reviews the evidence for the effect of insulin on clinical outcomes and intermediary metabolism in critical illness.	Treatment
34203647	Progression and Trends in Virus from Influenza A to COVID-19: An Overview of Recent Studies. Influenza is a highly known contagious viral infection that has been responsible for the death of many people in history with pandemics. These pandemics have been occurring every 10 to 30 years in the last century. The most recent global pandemic prior to COVID-19 was the 2009 influenza A (H1N1) pandemic. A decade ago, the H1N1 virus caused 12,500 deaths in just 19 months globally. Now, again, the world has been challenged with another pandemic. Since December 2019, the first case of a novel coronavirus (COVID-19) infection was detected in Wuhan. This infection has risen rapidly throughout the world; even the World Health Organization (WHO) announced COVID-19 as a worldwide emergency to ensure human health and public safety. This review article aims to discuss important issues relating to COVID-19, including clinical, epidemiological, and pathological features of COVID-19 and recent progress in diagnosis and treatment approaches for the COVID-19 infection. We also highlight key similarities and differences between COVID-19 and influenza A to ensure the theoretical and practical details of COVID-19.	Diagnosis;Mechanism;Treatment
34292110	Communicable Illness Mitigation Strategies for Traveling Elite Sporting Organizations. CONTEXT: Transmission of communicable diseases observed in sporting organizations is often preventable. Early detection, isolation, and treatment can significantly diminish time lost. Until recently, there has been a paucity of standardized guidelines outlining feasible, preventable measures to protect both athletes and staff from contagious illnesses. Therefore, the purpose of this narrative was to highlight optimal prevention practices for transmission mitigation, with a particular focus on hygiene activity and travel considerations in professional sporting organizations. EVIDENCE ACQUISITION: Current recommendations from the Centers for Disease Control and Prevention and peer-reviewed journals. STUDY DESIGN: Clinical review. LEVEL OF EVIDENCE: Level 5. RESULTS: Communicable illness prevention strategies begin at the level of sufficient personal hygiene practices. Common area surface cleaning recommendations, including shared equipment sanitization between usage as well as designated equipment use to specific athletes, should be considered to minimize cross-contamination, in particular, for liked-position players. Intelligent design for shared areas can include redistributing the layout of communal spaces, most feasibly, spreading locker designation a minimum distance of 6 ft from one another. Travel considerations can include placing most susceptible passengers closest to window seating, boarding last and exiting first. Team physicians should have knowledge of essential personnel medical histories in an effort to risk stratify staff members and players in the setting of communicable disease. CONCLUSION: Providing a framework for illness management and prevention is important when considering the effects on player health, missed time, performance, and overall cost. Containment of commonly observed communicable illnesses can be optimized with sufficient personal hygiene practices, common area surface cleaning recommendations, intelligent design for shared areas, travel and hotel considerations, as well as appropriate screening tools and isolation techniques. STRENGTH OF RECOMMENDATION TAXONOMY (SORT): B.	Prevention
34217435	Telehealth in Multidisciplinary Target Delineation for Radiotherapy During the COVID-19 Pandemic. A Review and a Case. Like all other medical specialties, radiotherapy has been deeply influenced by the COVID-19 pandemic. The pandemic has had severe influence on the entire patient trajectory in oncology, from diagnosis to treatment and follow-up. Many examples of how to deal with patient and staff safety, shortness of staff and other resources and the quest to continue high-quality, evidence-based treatment have been presented. The use of telemedicine and telehealth is frequently presented as a part of the solution to overcome these challenges. Some of the available presented solutions will only apply in an acute, local setting, whereas others might inspire the community to improve quality and cost-effectiveness of radiotherapy as well as knowledge sharing in the future. Some of the unresolved issues in many of the available technical solutions are related to data security and public regulation, for example, GDPR (General Data Protection Regulation) in the EU and HIPAA compliance (Health Insurance Portability and Accountability Act) in the USA. Using a solution that involves a supplier's server in a non-EU country is problematic within the EU. In this paper we shortly review the influence of COVID-19 on radiotherapy. We describe some of the possible solutions for telehealth in target delineation - a crucial part of high-quality radiotherapy, which often requires multidisciplinary effort, hands-on corporation, and high-quality multimodal imaging. Hereafter, our own technical solution will be presented as a case.	Prevention
34206211	Rhamnolipids Nano-Micelles as a Potential Hand Sanitizer. COVID-19 is a pandemic disease caused by the SARS-CoV-2, which continues to cause global health and economic problems since emerging in China in late 2019. Until now, there are no standard antiviral treatments. Thus, several strategies were adopted to minimize virus transmission, such as social distancing, face covering protection and hand hygiene. Rhamnolipids are glycolipids produced formally by Pseudomonas aeruginosa and as biosurfactants, they were shown to have broad antimicrobial activity. In this study, we investigated the antimicrobial activity of rhamnolipids against selected multidrug resistant bacteria and SARS-CoV-2. Rhamnolipids were produced by growing Pseudomonas aeruginosa strain LeS3 in a new medium formulated from chicken carcass soup. The isolated rhamnolipids were characterized for their molecular composition, formulated into nano-micelles, and the antibacterial activity of the nano-micelles was demonstrated in vitro against both Gram-negative and Gram-positive drug resistant bacteria. In silico studies docking rhamnolipids to structural and non-structural proteins of SARS-CoV-2 was also performed. We demonstrated the efficient and specific interaction of rhamnolipids with the active sites of these proteins. Additionally, the computational studies suggested that rhamnolipids have membrane permeability activity. Thus, the obtained results indicate that SARS-CoV-2 could be another target of rhamnolipids and could find utility in the fight against COVID-19, a future perspective to be considered.	Mechanism;Prevention
34223137	Antibiotic prescribing for respiratory tract infection in patients with suspected and proven COVID-19: results from an antibiotic point prevalence survey in Scottish hospitals. Background: Bacterial co-infection is infrequently observed with SARS-CoV-2/COVID-19 infection outside of critical care, however, antibiotics are commonly prescribed. Objectives: To examine factors associated with antibiotic prescribing for suspected respiratory tract infection (RTI) and evaluate the nature and dynamics of prescribing in hospitalized patients with suspected and proven COVID-19 infection. Methods: An antibiotic point prevalence survey in hospitalized adult patients was conducted in designated COVID-19 clinical areas (including critical care) in 15 Scottish hospitals. Antibiotics prescribed for RTI and factors associated with prescribing were investigated. Results: Of 820 surveyed patients, 272 (prevalence 33.3%) received antibiotics for suspected RTI on the survey day and 58.8% were SARS-CoV-2 positive. Antibiotics were empirical in 91.9% and amoxicillin (24.6%), doxycycline (20.5%) and co-amoxiclav (15%) were most frequently prescribed. Oral antibiotics were prescribed in 54.5% and duration was recorded in 76.7% on wards for a median of 5 days. IV to oral switch occurred after a median of 2 days. Prescribing for RTI was independently and positively associated with COPD/chronic lung disease, purulent/bloody sputum, abnormal chest X-ray, and CRP >/= 100 mg/L. Probable and definite hospital-acquired COVID-19 and diabetes were associated with a lower odds of receiving an antibiotic for RTI. Conclusions: Antibiotic prescribing for suspected RTI was commonly observed and predominantly empirical in suspected or proven COVID-19. Initiatives to reinforce stewardship principles including clinical review, effective use of microbiological diagnostics and better understanding of the role of biomarkers are central to further limit unnecessary antibiotic therapy in COVID-19.	Diagnosis;Treatment
34204934	Characteristics and Survival of Intensive Care Unit Patients with Coronavirus Disease in Osaka, Japan: A Retrospective Observational Study. The epidemiological and clinical characteristics, treatments, and outcomes of patients with coronavirus disease 2019 (COVID-19) who are admitted to the intensive care unit (ICU) have not been adequately evaluated in Japan. We analyzed the registry data of 205 patients with COVID-19 admitted to the ICU between February and November 2020, in Osaka Prefecture, Japan. A Cox proportional hazards model was used to assess the association between epidemiological factors and mortality among ICU patients. Of the 205 ICU patients, 161 (78.5%) were men and 149 (72.7%) were older than 60 years. A total of 117 patients (57.1%) had comorbidities. The most common symptoms at diagnosis were mild (n = 131, 63.9%). A total of 187 patients (91.2%) received mechanical ventilation, and 32 patients (15.6%) required extracorporeal membrane oxygenation. Patients were followed up for a median of 25 days after ICU admission. A total of 147 patients (71.7%) were alive at discharge, and 58 patients (28.3%) died. The hazard ratio for mortality among patients aged >80 years was 6.02 (95% confidence interval: 2.10-17.25) in the multivariable model, which was higher than that among those aged </=59 years. These results are useful for recognizing the clinical course of this infection in ICU patients.	Diagnosis;Treatment
34205119	Social Distancing, Lockdown and the Wide Use of Mask; A Magic Solution or a Double-Edged Sword for Respiratory Viruses Epidemiology? The use of non-pharmaceutical interventions (NPIs), such as social distancing, lockdowns and the massive use of masks, have not only largely prevented the spread of SARS-CoV-2, but also of other respiratory viruses such as influenza or respiratory syncytial virus (RSV). This decrease has been so high that, in most countries, the influenza and RSV epidemic has not occurred. Far from being a beneficial fact, this can be problematic, since the absence of circulation of certain pathogens can lead to a decrease in herd immunity against them. This can promote the rise of more serious, longer-lasting epidemics that start sooner. To alleviate the collateral effects that may occur due to the decrease in circulation of viruses such as influenza, it is necessary to increase the production of influenza vaccines, carry out mass vaccination campaigns and focus on vaccinating the main drivers of this virus, children.	Prevention
34375702	Occupational COVID-19 Exposures and Secondary Cases among Healthcare Personnel. Throughout the COVID-19 pandemic, healthcare personnel (HCP) have been at high risk of exposure to SARS-CoV-2, both from patients and co-workers. This paper summarizes occupational exposures to SARS-CoV-2 and secondary cases among HCP at a large health system. Key findings indicate that transmission of COVID-19 to HCP is low, especially with close adherence to PPE guidelines, but lapses in infection prevention practices, including dining together and omitting eye protection during patient care, especially at times when COVID-19 is circulating widely in the community increase the risk of exposure and subsequent transmission to HCP.	Prevention;Transmission
34204014	Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers Withdrawal Is Associated with Higher Mortality in Hospitalized Patients with COVID-19. Our main aim was to describe the effect on the severity of ACEI (angiotensin-converting enzyme inhibitor) and ARB (angiotensin II receptor blocker) during COVID-19 hospitalization. A retrospective, observational, multicenter study evaluating hospitalized patients with COVID-19 treated with ACEI/ARB. The primary endpoint was the incidence of the composite outcome of prognosis (IMV (invasive mechanical ventilation), NIMV (non-invasive mechanical ventilation), ICU admission (intensive care unit), and/or all-cause mortality). We evaluated both outcomes in patients whose treatment with ACEI/ARB was continued or withdrawn. Between February and June 2020, 11,205 patients were included, mean age 67 years (SD = 16.3) and 43.1% female; 2162 patients received ACEI/ARB treatment. ACEI/ARB treatment showed lower all-cause mortality (p < 0.0001). Hypertensive patients in the ACEI/ARB group had better results in IMV, ICU admission, and the composite outcome of prognosis (p < 0.0001 for all). No differences were found in the incidence of major adverse cardiovascular events. Patients previously treated with ACEI/ARB continuing treatment during hospitalization had a lower incidence of the composite outcome of prognosis than those whose treatment was withdrawn (RR 0.67, 95%CI 0.63-0.76). ARB was associated with better survival than ACEI (HR 0.77, 95%CI 0.62-0.96). ACEI/ARB treatment during COVID-19 hospitalization was associated with protection on mortality. The benefits were greater in hypertensive, those who continued treatment, and those taking ARB.	Mechanism;Treatment
34352870	Hemorrhagic stroke associated to COVID-19 infection in Mexico General Hospital. INTRODUCCION: en la actual pandemia de COVID-19, existe evidencia creciente que ha identificado el neurotropismo del virus SARS-CoV-2 y sus complicaciones neurologicas, incluida la enfermedad cerebrovascular isquemica y escasamente hemorragia cerebral (HC). OBJETIVO: describir las caracteristicas clinicas, radiologicas, de laboratorio y pronosticas de los pacientes con HC asociada al SARS-CoV-2. METODOS: se incluyeron pacientes consecutivos con prueba de PCR confirmatoria para infeccion por SARS-CoV-2 y HC. RESULTADOS: en un periodo de 90 dias, en un centro de referencia COVID-19 en Mexico, de 1108 pacientes con infeccion por SARS-CoV-2, se encontraron 4 pacientes (0.36%) con HC. Tenian una edad de 71(+/-12.2) anos, 2 eran mujeres. Se encontro que dos tenian factores de riesgo cardiovascular previos. En dos casos se encontro el origen en el nucleo dentado mientras que los otros dos correspondieron al talamo. Tres de los cuatro pacientes murieron. Postulamos que el descontrol hipertensivo, coagulopatia, trombocitopenia y la respuesta inmune inducida por el virus SARS-CoV-2 podrian desencadenar HC en un paciente con riesgo previo. CONCLUSIONES: la HC se asocia a la infeccion por SARS-CoV-2 con mal pronostico cuando se presenta. Los equipos de neurocirugia deben estar preparados para el tratamiento oportuno de estos pacientes. INTRODUCTION: In the current COVID-19 pandemic, there is a growing body of evidence that has identified the neurotropism of the SARS-CoV-2 virus and its neurological complications, including cerebrovascular disease, focusing mainly in ischemic and scarcely about hemorrhagic stroke (HS). OBJECTIVE: The objective of the study was to describe clinical, radiological, laboratory tests, and prognostic characteristics of patients with SARS-CoV-2 associated HS. METHODS: Consecutive patients with a confirmatory PCR test for SARS-CoV-2 infection and a HS demonstrated by head CT were included in the study. RESULTS: Over a period of 90 days, in a COVID-19 reference center in Mexico, out of a total of 1108 patients with SARS-CoV-2 infection, it found 4 patients (0.36%) who meet criteria. They had an age of 71 (+/-12.2) years, 2 were women. It was found that two had prior cardiovascular risk factors. Two of the HS originated in the dentate nucleus while the other two corresponded to the thalamus. Three of the four patients died. We suggest that catastrophic uncontrolled blood pressure, coagulopathy, thrombocytopenia, and immune response induced by SARS-CoV-2 could in a specific patient trigger HS. CONCLUSIONS: HS is associated to SARS-CoV-2 infection with poor prognosis when it presented. Neurosurgery teams should prepare for the timely and appropriate treatment of this patients.	Case Report
34201214	SARS-CoV-2 Entry: At the Crossroads of CD147 and ACE2. In late 2019, the betacoronavirus SARS-CoV-2 was identified as the viral agent responsible for the coronavirus disease 2019 (COVID-19) pandemic. Coronaviruses Spike proteins are responsible for their ability to interact with host membrane receptors and different proteins have been identified as SARS-CoV-2 interactors, among which Angiotensin-converting enzyme 2 (ACE2), and Basigin2/EMMPRIN/CD147 (CD147). CD147 plays an important role in human immunodeficiency virus type 1, hepatitis C virus, hepatitis B virus, Kaposi's sarcoma-associated herpesvirus, and severe acute respiratory syndrome coronavirus infections. In particular, SARS-CoV recognizes the CD147 receptor expressed on the surface of host cells by its nucleocapsid protein binding to cyclophilin A (CyPA), a ligand for CD147. However, the involvement of CD147 in SARS-CoV-2 infection is still debated. Interference with both the function (blocking antibody) and the expression (knock down) of CD147 showed that this receptor partakes in SARS-CoV-2 infection and provided additional clues on the underlying mechanism: CD147 binding to CyPA does not play a role; CD147 regulates ACE2 levels and both receptors are affected by virus infection. Altogether, these findings suggest that CD147 is involved in SARS-CoV-2 tropism and represents a possible therapeutic target to challenge COVID-19.	Mechanism;Treatment
